time_ms,time_ts,chatter
1762292330995,1762292330.995110,"-- Current Config --"
1762292330995,1762292330.995250,"MOTOR_STEP_DEG=1.800"
1762292330995,1762292330.995311,"WHEEL_DIAM_IN=3.750"
1762292330995,1762292330.995393,"ACCEL_FT=4.000"
1762292330998,1762292330.998112,"CRUISE_FT=10.000"
1762292330998,1762292330.998175,"DECEL_FT=4.000"
1762292330998,1762292330.998247,"VMAX_FPS=3.000"
1762292330998,1762292330.998576,"PAUSE_MS=10000"
1762292330998,1762292330.998628,"REWIND_TIME_S=30"
1762292330998,1762292330.998686,"DIR_INV=0"
1762292330998,1762292330.998979,"RATE_HZ=200"
1762292330999,1762292330.999029,"REWIND_CAL_IN=1.000"
1762292331049,1762292331.049886,"START received."
1762292331053,1762292331.053546,"=== PLAN (before motion) ==="
1762292331058,1762292331.058264,"Wheel dia=3.750 in, circ=0.98175 ft"
1762292331058,1762292331.058319,"steps/rev=200.0, steps/ft=203.72"
1762292331058,1762292331.058357,"Vpeak (ft/s)=3.000"
1762292331058,1762292331.058392,"Accel a (ft/s^2)=1.125"
1762292331058,1762292331.058423,"Decel d (ft/s^2)=1.125"
1762292331058,1762292331.058455,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762292331058,1762292331.058489,"Rewind early-stop (in): 1.000"
1762292331058,1762292331.058515,"=== END PLAN ==="
1762292331058,1762292331.058537,"=== COUNTDOWN ==="
1762292331058,1762292331.058586,"5"
1762292334056,1762292334.056605,"WHISTLE!"
1762292335050,1762292335.050673,"1"
1762292336269,1762292336.269522,"START t_ms=1834485, t_s=1834.48"
1836160,1762292337.981772,"0.07371,1836175"
1836695,1762292338.507797,"0.16638,0.10425,1836715"
1837220,1762292339.028634,"0.22897,0.14850,1837235"
1837740,1762292339.561741,"0.21980,1837760"
1838005,1762292339.830037,"0.38779,0.27102,1838025"
1841985,1762292343.827783,"0.00000,1842000"
1843360,1762292345.208094,"3.00000,0.00000,1843385"
1844430,1762292346.281045,"2.48899,-2.00819,1844455"
1845515,1762292347.353028,"1.26103,-0.90492,1845545"
1846050,1762292347.909191,"1.00000,-0.59526,1846075"
1846605,1762292348.443905,"0.00000,0.00000,1846630"
1848245,1762292350.078257,"0.00000,1848260"
1850955,1762292352.828511,"0.00000,1850990"
1854290,1762292356.163175,"18.00034,0.00000,0.00000,1854320"
1854565,1762292356.435383,"0.00000,1854600"
1857275,1762292359.157907,"0.00000,1857315"
1858115,1762292359.993356,"0.00000,1858145"
1859235,1762292361.111450,"0.00000,1859270"
1859785,1762292361.651793,"0.00000,1859800"
1861145,1762292363.033942,"0.00000,1861190"
1863355,1762292365.232138,"0.00000,1863390"
1864180,1762292366.062672,"0.00000,1864200"
1864445,1762292366.325881,"9.69967,-1.00000,0.00000,1864485"
1865265,1762292367.145497,"0.00000,1865305"
1865815,1762292367.709817,"1.00000,0.00000,1865840"
1866635,1762292368.525318,"0.00000,1866660"
1867470,1762292369.327970,"6.68570,-1.00000,0.00000,1867485"
1870765,1762292372.659217,"0.00000,1870790"
1871315,1762292373.214182,"2.79798,-1.00000,0.00000,1871350"
1872150,1762292374.055728,"1.00000,0.00000,1872180"
1872710,1762292374.622474,"1.00000,0.00000,1872750"
1873280,1762292375.200747,"0.00000,1873320"
