time_ms,time_ts,chatter
1762292383464,1762292383.464836,"-- Current Config --"
1762292383465,1762292383.465377,"MOTOR_STEP_DEG=1.800"
1762292383465,1762292383.465479,"WHEEL_DIAM_IN=3.750"
1762292383465,1762292383.465562,"ACCEL_FT=4.000"
1762292383466,1762292383.466611,"CRUISE_FT=10.000"
1762292383466,1762292383.466913,"DECEL_FT=4.000"
1762292383467,1762292383.467207,"VMAX_FPS=3.000"
1762292383467,1762292383.467815,"PAUSE_MS=10000"
1762292383468,1762292383.468106,"REWIND_TIME_S=30"
1762292383469,1762292383.469190,"DIR_INV=0"
1762292383469,1762292383.469317,"RATE_HZ=200"
1762292383469,1762292383.469543,"REWIND_CAL_IN=1.000"
1762292383524,1762292383.524967,"START received."
1762292383525,1762292383.525431,"=== PLAN (before motion) ==="
1762292383529,1762292383.529526,"Wheel dia=3.750 in, circ=0.98175 ft"
1762292383529,1762292383.529870,"steps/rev=200.0, steps/ft=203.72"
1762292383530,1762292383.530502,"Vpeak (ft/s)=3.000"
1762292383530,1762292383.530843,"Accel a (ft/s^2)=1.125"
1762292383531,1762292383.531948,"Decel d (ft/s^2)=1.125"
1762292383532,1762292383.532047,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762292383532,1762292383.532146,"Rewind early-stop (in): 1.000"
1762292383532,1762292383.532231,"=== END PLAN ==="
1762292383533,1762292383.533104,"=== COUNTDOWN ==="
1762292383533,1762292383.533678,"5"
1762292384523,1762292384.523050,"4"
1762292386521,1762292386.521407,"WHISTLE!"
1762292387523,1762292387.523693,"1"
1762292388740,1762292388.740236,"START t_ms=1886873, t_s=1886.87"
1887113,1762292389.104797,"0.06872,1887228"
1888278,1762292390.177559,"0.17181,0.12000,0.07224,1888303"
1893638,1762292395.535925,"0.00000,1893653"
1894693,1762292396.612827,"0.00000,1894723"
1896043,1762292397.956308,"3.00000,0.00000,1896068"
1900093,1762292402.014639,"0.00000,0.00000,1900108"
1900353,1762292402.294853,"18.00034,0.00000,0.00000,1900378"
1900623,1762292402.577275,"0.00000,0.00000,1900658"
1902283,1762292404.237927,"18.00034,0.00000,0.00000,1902318"
1902563,1762292404.518359,"18.00034,0.00000,0.00000,1902598"
1902843,1762292404.796113,"0.00000,0.00000,1902878"
1904518,1762292406.462286,"0.00000,1904543"
1904788,1762292406.737764,"0.00000,1904818"
1905063,1762292407.018319,"0.00000,1905093"
1905338,1762292407.290622,"0.00000,0.00000,1905373"
1908118,1762292410.057517,"0.00000,0.00000,1908133"
1908378,1762292410.326944,"18.00034,0.00000,0.00000,1908408"
1908653,1762292410.596767,"1.00000,0.00000,1908678"
1909193,1762292411.145231,"1.00000,0.00000,1909208"
1911133,1762292413.106824,"0.00000,1911173"
1911703,1762292413.656084,"0.00000,1911733"
1912803,1762292414.786338,"0.00000,1912848"
1915288,1762292417.240475,"11.25574,-1.00000,0.00000,1915323"
1916113,1762292418.056641,"1.00000,0.00000,1916128"
1917718,1762292419.693206,"0.00000,1917768"
1918283,1762292420.253975,"1.00000,0.00000,1918323"
1920493,1762292422.442003,"1.00000,0.00000,1920508"
1921823,1762292423.782923,"1.00000,0.00000,1921853"
1922098,1762292424.054136,"1.00000,0.00000,1922113"
1923713,1762292425.694128,"1.00000,0.00000,1923748"
